Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
LeBron James,11,,PG/SF,11400,LAL,PHI,1,116,34,26,101,105,-3%,20,20,20,35,35,35,57.5,55.5,45.0,66.0,34.5,54.1,4.7,33.8,58.8,5.2
Joel Embiid,,O,C,10600,PHI,@LAL,1,104,32,26,103,103,-9%,21,19,17,33,33,31,59.3,48.7,35.7,61.7,0.0,0.0,0.0,0,0.0,0.0
Karl-Anthony Towns,,O,C,10500,MIN,@NOR,1,118,29,27,106,109,-2%,13,16,18,36,37,34,51.5,52.7,41.6,63.7,0.0,0.0,0.0,0,0.0,0.0
Bradley Beal,13,,SG/SF,10400,WAS,@SAC,1,115,34,23,101,108,3%,29,28,23,38,39,36,63.0,49.1,37.4,60.8,37.5,52.1,5.0,38.9,52.5,5.0
Anthony Davis,9,,PF/C,9900,LAL,PHI,1,116,29,28,101,105,-6%,13,18,18,25,31,35,51.3,51.7,39.6,63.8,34.5,51.0,5.2,39,70.8,7.2
Jayson Tatum,,O,SF/PF,9600,BOS,BKN,2,113,28,21,104,106,-13%,24,22,19,42,38,35,55.8,42.0,30.9,53.1,0.0,0.0,0.0,0,0.0,0.0
Nikola Jokic,13,,C,9400,DEN,GSW,1,117,28,26,103,111,1%,12,12,15,30,31,33,47.5,48.5,35.3,61.7,31.5,52.2,5.6,32.3,47.8,5.1
Kawhi Leonard,5,,SF,9200,LAC,@OKC,1,117,34,27,101,107,-2%,16,18,20,30,31,33,46.0,49.3,39.3,59.3,34.5,47.7,5.2,32.7,40.5,4.4
D'Angelo Russell,16,,PG,9000,MIN,@NOR,1,118,33,20,106,109,6%,20,19,19,36,34,33,45.6,42.0,30.0,54.0,35.0,49.6,5.5,31,39.8,4.4
Pascal Siakam,9,,PF,8700,TOR,@PHO,1,115,28,19,104,108,1%,22,18,19,39,37,36,43.1,42.8,32.2,53.4,37.5,46.2,5.3,43.4,52.3,6.0
Kyrie Irving,,O,PG,8600,BKN,@BOS,2,106,33,26,102,104,-5%,18,20,21,30,33,34,46.4,48.4,33.4,63.4,0.0,0.0,0.0,0,0.0,0.0
Ben Simmons,,O,PG/SF,8500,PHI,@LAL,1,104,23,21,103,103,1%,18,12,12,40,38,37,49.3,45.0,33.7,56.3,0.0,0.0,0.0,0,0.0,0.0
Deandre Ayton,7,,PF/C,8400,PHO,TOR,2,111,24,21,103,102,-8%,14,17,16,34,35,34,44.1,43.0,32.6,53.4,35.0,44.6,5.3,38.7,39.0,4.6
Devin Booker,7,,PG/SG,8300,PHO,TOR,2,111,30,20,103,102,0%,17,18,18,39,38,36,37.1,42.1,30.0,54.1,37.5,46.2,5.6,37.4,45.0,5.4
Tobias Harris,11,,SF/PF,8200,PHI,@LAL,1,104,23,17,103,103,-5%,21,17,16,38,36,35,37.6,36.3,26.5,46.0,37.0,39.1,4.8,33.1,29.3,3.6
Kyle Lowry,6,,PG,8100,TOR,@PHO,1,115,24,17,104,108,2%,14,13,14,38,37,37,39.3,41.3,31.3,51.4,37.0,42.4,5.2,37,45.8,5.7
Stephen Curry,,O,PG,8100,GSW,@DEN,1,101,,,100,107,-4%,14,17,17,26,28,28,39.4,39.4,27.7,51.0,0.0,0.0,0.0,0,0.0,0.0
De'Aaron Fox,13,,PG,8000,SAC,WAS,1,121,31,20,106,113,6%,18,16,16,33,33,32,37.9,39.3,28.7,49.8,33.0,43.7,5.5,31.8,40.3,5.0
Jrue Holiday,10,,PG/SG,7900,NOR,MIN,1,129,26,17,106,110,3%,13,14,17,36,36,35,40.4,40.6,30.4,50.7,36.0,43.1,5.5,37.8,61.5,7.8
Brandon Ingram,13,,SF/PF,7800,NOR,MIN,1,129,29,20,106,110,6%,21,18,18,36,34,35,37.1,42.8,32.7,53.0,35.5,45.2,5.8,35.7,37.8,4.8
Zion Williamson,19,,PF/C,7700,NOR,MIN,1,129,30,26,106,110,0%,16,17,16,32,32,30,38.6,37.1,30.5,43.6,33.0,47.0,6.1,32.6,49.0,6.4
Andrew Wiggins,3,,SG/SF,7600,GSW,@DEN,1,101,26,17,100,107,-6%,20,17,19,35,33,35,33.5,37.7,27.0,48.4,34.0,35.6,4.7,33.9,48.3,6.4
Spencer Dinwiddie,7,,PG/SG,7500,BKN,@BOS,2,106,31,18,102,104,-5%,16,15,17,32,32,32,38.9,38.4,28.5,48.3,33.0,38.4,5.1,23.4,29.8,4.0
Chris Paul,8,,PG,7500,OKC,LAC,3,112,24,22,104,105,-1%,14,15,13,30,31,32,36.5,37.5,28.6,46.3,33.0,39.2,5.2,30.6,28.5,3.8
DeMar DeRozan,12,,SG/SF,7400,SAS,@CHA,0,108,27,22,99,110,2%,12,13,16,36,34,35,35.0,39.6,31.1,48.0,35.0,43.3,5.9,35.5,36.3,4.9
Gordon Hayward,11,,SF/PF,7400,BOS,BKN,2,113,21,18,104,106,-13%,14,13,14,38,37,34,31.6,34.5,23.6,45.5,35.5,37.8,5.1,16.8,11.8,1.6
Kemba Walker,1,,PG,7300,BOS,BKN,2,113,28,21,104,106,3%,17,15,17,37,33,33,33.0,39.3,27.9,50.7,24.0,29.8,4.1,23.2,29.3,4.0
Lonzo Ball,17,,PG,7300,NOR,MIN,1,129,20,13,106,110,3%,11,10,11,36,34,33,37.8,33.8,22.3,45.2,35.5,40.2,5.5,32.9,52.8,7.2
Marcus Smart,4,,PG/SG,7300,BOS,BKN,2,113,20,14,104,106,3%,20,15,12,41,37,32,38.1,30.2,19.4,41.0,35.0,34.7,4.8,35.7,47.5,6.5
LaMarcus Aldridge,,O,PF/C,7200,SAS,@CHA,0,108,23,20,99,110,7%,19,19,15,37,36,33,42.4,37.3,25.8,48.8,0.0,0.0,0.0,0,0.0,0.0
Ricky Rubio,1,,PG,7200,PHO,TOR,2,111,23,16,103,102,-3%,9,10,11,30,32,32,44.6,35.5,23.7,47.3,32.0,35.1,4.9,35.4,39.0,5.4
Caris LeVert,7,,PG/SG,7200,BKN,@BOS,2,106,29,13,102,104,-3%,17,19,15,31,32,29,37.9,29.3,17.3,41.2,33.5,34.4,4.8,35.8,66.5,9.2
Paul George,10,,SF,7100,LAC,@OKC,1,117,30,20,101,107,-2%,14,13,17,28,28,30,30.3,39.5,27.1,51.9,31.0,37.7,5.3,27.2,31.8,4.5
Jaylen Brown,11,,SG,7100,BOS,BKN,2,113,24,17,104,106,0%,20,19,16,41,38,34,37.4,34.9,25.9,44.0,37.0,39.0,5.5,34.8,37.3,5.3
Shai Gilgeous-Alexander,2,,SG/SF,7000,OKC,LAC,3,112,23,17,104,105,0%,13,13,15,36,36,36,38.5,36.0,26.2,45.9,35.5,37.2,5.3,34,33.0,4.7
Al Horford,8,,PF/C,7000,PHI,@LAL,1,104,18,15,103,103,-7%,11,9,11,31,30,31,30.3,30.5,21.8,39.2,33.0,34.0,4.9,33.1,31.3,4.5
John Wall,,O,PG,6900,WAS,@SAC,1,115,,,101,108,-1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jamal Murray,8,,PG/SG,6700,DEN,GSW,1,117,26,18,103,111,6%,14,14,16,31,34,33,31.4,34.8,24.0,45.5,33.5,37.2,5.6,37.7,27.5,4.1
Fred VanVleet,,O,PG/SG,6600,TOR,@PHO,1,115,23,16,104,108,2%,13,14,15,31,35,36,28.1,37.5,27.8,47.1,0.0,0.0,0.0,0,0.0,0.0
OG Anunoby,6,,SF/PF,6500,TOR,@PHO,1,115,14,13,104,108,2%,14,10,9,40,35,30,35.9,24.9,12.2,37.6,37.0,31.0,4.8,37.2,31.3,4.8
Draymond Green,,O,PG/SF,6400,GSW,@DEN,1,101,18,13,100,107,-4%,6,6,8,24,27,29,26.9,29.5,18.2,40.7,0.0,0.0,0.0,0,0.0,0.0
Shake Milton,14,,PG,6300,PHI,@LAL,1,104,19,15,103,103,-2%,14,11,6,36,31,18,34.9,15.8,1.7,30.0,36.0,33.6,5.3,28.6,26.8,4.3
Montrezl Harrell,1,,C,6200,LAC,@OKC,1,117,25,23,101,107,-10%,12,10,13,24,24,29,34.0,33.9,23.4,44.5,26.0,27.7,4.5,19.7,21.3,3.4
Steven Adams,9,,C,6200,OKC,LAC,3,112,17,21,104,105,5%,7,10,8,22,27,28,37.5,31.4,21.2,41.6,28.0,32.4,5.2,27.3,19.0,3.1
Kelly Oubre Jr.,,O,SF,6100,PHO,TOR,2,111,21,15,103,102,3%,15,14,15,38,34,35,24.3,34.2,23.6,44.9,0.0,0.0,0.0,0,0.0,0.0
Terry Rozier,15,,PG/SG,6100,CHA,SAS,1,104,24,14,102,111,3%,15,14,15,36,33,35,27.2,31.8,21.2,42.4,36.0,34.8,5.7,35.5,35.5,5.8
Serge Ibaka,1,O,C,6100,TOR,@PHO,1,115,23,18,104,108,1%,14,13,13,26,29,27,29.3,31.1,21.7,40.5,0.0,0.0,0.0,0,0.0,0.0
Nemanja Bjelica,2,,PF,6000,SAC,WAS,1,121,18,16,106,113,1%,13,10,10,29,29,29,24.9,28.3,18.2,38.4,28.5,27.7,4.6,29.6,24.3,4.0
Marvin Bagley III,,O,C,6000,SAC,WAS,1,121,,,106,113,1%,16,14,13,34,28,26,29.4,27.3,21.2,33.3,0.0,0.0,0.0,0,0.0,0.0
Malik Beasley,12,,SG,6000,MIN,@NOR,1,118,20,12,106,109,-1%,17,16,9,32,33,21,30.6,18.0,6.5,29.5,33.5,33.3,5.5,35.6,39.3,6.5
Devonte' Graham,,O,PG,5900,CHA,SAS,1,104,26,15,102,111,3%,16,13,15,34,32,35,23.9,36.9,26.1,47.7,0.0,0.0,0.0,0,0.0,0.0
Lou Williams,3,,PG/SG,5900,LAC,@OKC,1,117,30,18,101,107,-5%,12,11,15,25,25,30,28.1,33.3,23.2,43.4,25.5,26.0,4.4,22.6,25.0,4.2
